[0,0,"1-1","10","好",0,0,"0.301","0.445","0",0,1,"FangSong",true],66.00000,2019-04-02 09:46:44
！中文，稀有物种确认,39.16000,2019-04-17 02:32:49
！！！,163.59900,2019-04-17 02:35:22
支持弹幕,12.34700,2019-04-20 17:28:17
是我没开弹幕吗？,144.24200,2019-04-20 17:30:29
φ(≧ω≦*)♪ 一起听歌,94.73700,2019-04-20 17:29:39
ヽ(✿￫∀￩)ﾉ 啦啦啦♫,105.27200,2019-04-20 17:29:50
1111,39.16900,2019-04-21 06:03:03
["32","30","1-1","2.1","感觉到好炽热",0,0,"64","125","1000",0,1,"SimHei",0],9.00000,2019-04-02 05:24:14
["16","14","1-1","2.1","刚好是你经过",0,0,"64","174","1000",0,1,"FangSong",true],11.00000,2019-04-02 06:01:17
["14","14","1-1","2.1","眼神表现洒脱",0,0,"64","215","1000",0,1,"FangSong",true],14.00000,2019-04-02 06:03:51
["14","14","1-1","2.1","手却不自主地",0,0,"64","257","1000",0,1,"FangSong",true],16.00000,2019-04-02 06:04:55
["14","14","1-1","2.1","打招呼该如何",0,0,"65","299","1000",0,1,"FangSong",true],19.00000,2019-04-02 06:06:45
["14","14","1-1","2.1","一下子全忘了",0,0,"66","349","1000",0,1,"FangSong",true],22.00000,2019-04-02 06:07:36
["21","20","1-1","2.1","明明都想好的",0,0,"67","392","1000",0,1,"FangSong",true],24.00000,2019-04-02 06:11:03
["21","20","1-1","2.1","脑袋全空白了",0,0,"70","435","1000",0,1,"FangSong",true],26.00000,2019-04-02 06:11:40
["0.976","0.033","1-1","2.1","接下来该怎么做","0",0,"0.654","0.272","1000",0,1,"FangSong",true],28.00000,2019-04-02 06:16:43
["0.976","0.033","1-1","2.1","是言语还是慢动作","0",0,"0.651","0.346","1000",0,1,"FangSong",true],30.00000,2019-04-02 06:17:56
["0.976","0.033","1-1","2.1","尴尬症该怎么破","0",0,"0.654","0.497","1000",0,1,"FangSong",true],35.00000,2019-04-02 06:19:00
["0.976","0.033","1-1","2.1","好像都不太好说","0",0,"0.653","0.42","1000",0,1,"FangSong",true],33.00000,2019-04-02 06:18:30
["0.976","0.033","1-1","3.1","还不如就直接做","0",0,"0.656","0.569","1000",0,1,"FangSong",true],37.00000,2019-04-02 06:19:36
["0.976","0.033","1-1","2.1","为什么要想那么多","0",0,"0.651","0.647","1000",0,1,"FangSong",true],40.00000,2019-04-02 06:20:51
["0.976","0.033","1-1","2.1","多制造一点巧合","0",0,"0.65","0.72","1000",0,1,"FangSong",true],43.00000,2019-04-02 06:21:34
["0.976","0.033","1-1","2.1","不算最坏的结果","0",0,"0.651","0.794","1000",0,1,"FangSong",true],45.00000,2019-04-02 06:22:06
[0,0,"1-1","10","如果天突然下起了雨",0,0,"0.048","0.151","1000",0,1,"FangSong",true],47.00000,2019-04-02 08:07:02
[0,0,"1-1","10","我不会避躲",0,0,"0.049","0.228","1000",0,1,"FangSong",true],50.00000,2019-04-02 08:08:11
[0,0,"1-1","10","因为我知道有一个人",0,0,"0.051","0.306","1000",0,1,"FangSong",true],52.00000,2019-04-02 08:09:32
[0,0,"1-1","10","会守护着我",0,0,"0.049","0.379","1000",0,1,"FangSong",true],55.00000,2019-04-02 08:10:08
[0,0,"1-1","10","就算有一天",0,0,"0.051","0.453","1000",0,1,"FangSong",true],57.00000,2019-04-02 08:10:38
[0,0,"1-1","10","彗星突然撞向了地球",0,0,"0.051","0.529","1000",0,1,"FangSong",true],58.00000,2019-04-02 08:11:10
[0,0,"1-1","10","没关系",0,0,"0.048","0.607","1000",0,1,"FangSong",true],63.00000,2019-04-02 08:11:31
[0,0,"1-1","10","只要有你",0,0,"0.046","0.678","1000",0,1,"FangSong",true],64.00000,2019-04-02 08:12:11
[0,0,"1-1","9","我的非酋",0,0,"0.049","0.753","1000",0,1,"FangSong",true],64.00000,2019-04-02 08:13:24
[0,0,"1-1","10","我\n从\n来\n都\n没\n有\n这\n种\n嗜\n",0,0,"0.301","0.083","0",0,1,"FangSong",true],66.00000,2019-04-02 08:47:30
[0,0,"1-1","7","就\n是\n照\n顾\n哪\n个\n女\n生",0,0,"0.249","0.087","0",0,1,"FangSong",true],69.00000,2019-04-02 08:48:26
[0,0,"1-1","6","一\n直\n只\n慢\n慢\n变\n老",0,0,"0.199","0.087","0",0,1,"FangSong",true],70.00000,2019-04-02 08:49:50
[0,0,"1-1","5","自\n从\n你\n说\n我\n这\n个\n怂\n货",0,0,"0.15","0.088","0",0,1,"FangSong",true],71.00000,2019-04-02 08:50:51
[0,0,"1-1","3","是\n你\n的\n依\n靠",0,0,"0.1","0.092","0",0,1,"FangSong",true],73.00000,2019-04-02 08:51:48
[0,0,"1-1","2","我\n的\n心\n情\n就\n开\n始\n慢\n慢\n变\n好",0,0,"0.049","0.09","0",0,1,"FangSong",true],74.00000,2019-04-02 08:52:33
[0,0,"1-1","10","你\n说\n你\n是\n街\n角\n盛\n开\n的\n野\n蔷\n薇",0,0,"0.273","0.088","0",0,1,"FangSong",true],76.00000,2019-04-02 08:58:10
[0,0,"1-1","5","就\n算\n你\n被\n全\n世\n界\n的\n坏\n人\n包\n围",0,0,"0.172","0.09","0",0,1,"FangSong",true],81.00000,2019-04-02 08:59:54
[0,0,"1-1","8","而\n我\n傻\n傻\n只\n当\n你\n是\n朵\n玫\n瑰",0,0,"0.226","0.092","0",0,1,"FangSong",true],78.00000,2019-04-02 08:59:09
[0,0,"1-1","3","看\n我\n化\n身\n超\n人",0,0,"0.124","0.093","0",0,1,"FangSong",true],83.00000,2019-04-02 09:00:32
[0,0,"1-1","2","一\n一\n把\n他\n们\n击\n退",0,0,"0.075","0.092","0",0,1,"FangSong",true],84.00000,2019-04-02 09:01:16
["0.99","0.005","1-1","2.1","感觉到好炽热",0,0,"0.799","0.151","1000",0,1,"FangSong",true],88.00000,2019-04-02 09:06:27
["0.99","0.005","1-1","2.1","刚好是你经过",0,0,"0.8","0.232","1000",0,1,"FangSong",true],90.00000,2019-04-02 09:07:27
["0.99","0.005","1-1","2.1","眼神表现洒脱",0,0,"0.8","0.306","1000",0,1,"FangSong",true],93.00000,2019-04-02 09:08:25
["0.99","0.005","1-1","2.1","手却不自主地",0,0,"0.784","0.382","1000",0,1,"FangSong",true],95.00000,2019-04-02 09:09:40
["0.99","0.005","1-1","2.1","打招呼该如何",0,0,"0.799","0.458","1000",0,1,"FangSong",true],98.00000,2019-04-02 09:10:15
["0.99","0.005","1-1","2.1","一下子全忘了",0,0,"0.791","0.529","1000",0,1,"FangSong",true],101.00000,2019-04-02 09:10:58
["0.99","0.986","1-1","2.1","明明都想好的",0,0,"0.784","0.607","1000",0,1,"FangSong",true],103.00000,2019-04-02 09:12:21
["0.99","0.986","1-1","2.1","脑袋全空白了",0,0,"0.785","0.676","1000",0,1,"FangSong",true],105.00000,2019-04-02 09:12:54
["0.99","0.986","1-1","2.1","是言语还是慢动作",0,0,"0.792","0.817","1000",0,1,"FangSong",true],109.00000,2019-04-02 09:14:08
["0.99","0.986","1-1","2.1","接下来该怎么做",0,0,"0.788","0.746","1000",0,1,"FangSong",true],107.00000,2019-04-02 09:13:18
["0.99","0.986","1-1","2.1","好像都不太好说",0,0,"0.793","0.882","1000",0,1,"FangSong",true],112.00000,2019-04-02 09:14:44
["0.001","0.007","1-1","2.1","还不如就直接做",0,0,"0.102","0.304","1000",0,1,"FangSong",true],117.00000,2019-04-02 09:17:14
["0.001","0.007","1-1","2.1","尴尬症该怎么破",0,0,"0.102","0.232","1000",0,1,"FangSong",true],114.00000,2019-04-02 09:16:35
["0.001","0.007","1-1","2.1","多制造一点巧合",0,0,"0.098","0.458","1000",0,1,"FangSong",true],122.00000,2019-04-02 09:18:24
["0.001","0.007","1-1","2.1","为什么要想那么多",0,0,"0.1","0.375","1000",0,1,"FangSong",true],119.00000,2019-04-02 09:17:44
